text,is_subjective
"ahas, anak dari keluarga miskin, dalam perjuangan batinnya, bergabung dengan pasukan teman-teman sekelasnya dan menuju ke garis depan.",0
"""argento menampilkan kehidupannya yang penuh warna di layar seperti buku harian remaja, memercayai orang lain untuk memilah-milah kekacauan yang menarik ini.""",1
"setelah melakukan pencurian emas batangan yang luar biasa dari palazzo yang dijaga ketat di Venesia, Italia, Charlie dan gengnya -- inside man steve (norton), jenius komputer lyle (hijau), wheelman ganteng rob (statham), ahli bahan peledak telinga kiri (mos def) dan safecracker veteran john bridger (sutherland) - tidak percaya ketika salah satu dari mereka ternyata adalah seorang double-crosser.",0
"dia jatuh cinta pada christine dan menginginkan christine untuk miliknya sendiri, tapi dia hanya tertarik pada raoul viscount de chagny.",0
kilo sekarang menjadi orang bebas dan ayah baru dengan waralaba obat-obatan terlarang yang mencakup kedua negara.,0
"memiliki daya tarik kitsch seperti peralatan pertanian di dinding restoran, atau poster andy warhol mao: menarik, namun tidak sesuai dengan tujuan awalnya.",1
"sebuah film hanya untuk penggemar hari Jumat, terkutuklah para kritikus. jika Anda sudah menyukai hal semacam ini, hal semacam ini akan diulangi lagi.",1
"salah satu film Holocaust terbaik, paling manusiawi dan penting yang pernah dibuat.",1
. . . menjadi hidup hanya ketika ia beralih ke hal yang sentimental.,1
"belum banyak ditulis dalam bentuk rakitan, seperti frankenstein, dari yang lain, tembak-menembak yang sedikit lebih baik.",1
semuanya berlarut-larut tanpa henti seperti menyaksikan hubungan menyedihkan yang terjadi secara real time.,1
"pria pizza yang keren, orang Skotlandia yang gila, dan parade petugas pemadam kebakaran semuanya menjadi tamu undangan - pria hampir melebihi jumlah wanita.",0
Ciri khas blockbuster musim panas yang terhormat adalah salah satu dari dua hal ini: sensasi yang murni atau tawa yang tulus.,1
"dia menghabiskan malam bersama pqd, salah satu musisi.",0
sebuah film aksi biasa-biasa saja yang memanfaatkan beberapa momen lucu yang disediakan oleh epps.,1
"ini adalah jenis film yang membuat Anda ingin membenturkan kepala ke kursi di depan Anda, karena ketidaktahuannya, karena kebodohannya, karena kesungguhannya yang salah tempat.",1
"apa yang dipertaruhkan dalam film ini tidak lebih dari gagasan kelas yang ketinggalan jaman, meski menjengkelkan.",1
"mereka mengikuti petunjuk, informan ditemukan tewas, istri nick tidak senang dia kembali ke jalan, henry melindungi istri polisi yang meninggal.",0
"berharap untuk memanfaatkan tragedi tersebut, agen tersebut berencana untuk mengungkap rahasia yang tertinggal di abu yang berserakan.",0
"suasana tropis: seorang pria sekarat, hidupnya penuh dengan bencana dekadensi dan emosi yang disalahgunakan.",0
"tidak ada sinisisme yang menyegarkan dalam diri Stuart Little 2--jarang terjadi, bahkan di pasar film keluarga. pada akhirnya, hal itu memenangkan hati Anda.",1
Film ini diceritakan dalam kilas balik dengan seorang reporter wanita yang mewawancarai Gale.,0
"penggemar naipaul mungkin kecewa. sebaliknya, mereka yang tidak mengenal karya penulis mungkin akan tertidur lelap.",1
"michell, setelah beberapa penyelidikan, mempersempit tersangka menjadi seorang wanita bukan istrinya, penyair Victoria terkenal lainnya.",0
Irish Eyes Are Cry mengeksplorasi hubungan antara dua saudara laki-laki Irlandia-Amerika di Boston yang lahir dari orang tua imigran dan dibesarkan di lingkungan kelas pekerja Irlandia yang kasar.,0
"hampir tidak bisa menyampaikan poin-poin yang ingin disampaikan egoyan, juga tidak ada sebagai monumen yang ingin ia bangun, kepada para korban yang suaranya tidak pernah didengar dunia.",1
tidak ada satu momen pun di perusahaan yang membuatku ingin berbaring di ruangan gelap dengan sesuatu yang sejuk di alisku.,1
seorang gadis di sekolah menengah baptis di selatan mendapati bahwa kehamilannya membuatnya menjadi orang buangan.,0
"Mengadopsi nama ""Spider-Man"", Peter pertama kali menggunakan kekuatan barunya untuk menghasilkan uang, tetapi setelah pamannya dibunuh di tangan penjahat, Peter gagal menghentikannya, dia bersumpah untuk menggunakan kekuatannya untuk melawan kejahatan yang membunuh pamannya. .",0
dengan cepat memburuk menjadi melodrama yang sangat kentara dan proyek kesombongan yang kasar untuk aktris utama Andie Macdowell.,1
"selama tujuh tahun terakhir, Mel Bishop, seorang penjahat barat berdarah dingin, telah membusuk di penjara Meksiko yang kotor.",0
"beberapa tahun kemudian, tragedi menimpanya, pertama kebakaran di rumahnya yang menyebabkan dia tidak bisa masuk ke dalam cahaya apa pun, dan kemudian dia digantung.",0
"mickey kilpatrick adalah pengawas gedung mereka yang manis hati, yang impian gilanya untuk menjadi pemain bowling profesional hanya disambut dengan cemoohan dan kebingungan oleh ayahnya, Sean.",0
"desainer grafis sukses berusia 30 tahun yang menarik dan berkepribadian menawan ini belum pernah berkencan selama lebih dari setahun, dan dia tidak sendirian - sahabatnya juga mengalami masalah yang sama.",0
"Sinema Amerika dan Eropa telah mengumpulkan banyak sekali literatur tentang Holocaust, namun mustahil untuk memikirkan film apa pun yang lebih menantang atau menyedihkan daripada zona abu-abu.",1
"namun terdapat dilema politik: jika seseorang ditangkap sebelum ia melakukan pembunuhan, apakah orang tersebut dapat dituduh melakukan pembunuhan, yang karena penangkapan tersebut tidak pernah terjadi?",0
leela kemudian adalah kisah universal tentang dua jalan yang saling bersilangan dan berhenti sejenak sebelum melanjutkan.,0
saudara laki-laki kanna ghisu adalah orang yang agresif dan pemarah yang buta huruf dan perlahan-lahan tertarik pada naxalite.,0
"regulus menampilkan rekaman yang baru-baru ini diumumkan, serta wawancara dengan awak kapal selam, ilmuwan roket, dan pilot penguji yang terlibat dalam pengembangan dan penempatan senjata tersebut.",0
"pada akhirnya, mereka menemukan bahwa keseimbangan dalam hidup, serupa dengan anatomi yang seimbang dan terpahat, adalah pencapaian tertinggi.",0
mereka yang berada di luar bisnis pertunjukan akan senang melihat dari dekat orang-orang yang sebenarnya tidak ingin mereka kenal.,1
"Ada cukup banyak melodrama di magnolia primavera ini yang membuat pta bangga, namun karakter sutradara muccino kurang layak untuk puccini dibandingkan di televisi siang hari.",1
"Jude Law memainkan peran utama sebagai inman, seorang tentara konfederasi yang terluka dan sedang dalam perjalanan berbahaya pulang ke komunitas pegunungannya, berharap untuk bertemu kembali dengan kekasihnya sebelum perang, Ada, yang diperankan oleh Nicole Kidman.",0
"memberi selamat pada diri sendiri, salah arah, dan kurang informasi, jika tetap saja dapat ditonton secara kompulsif.",1
"secara keseluruhan, ini adalah film yang dapat ditonton yang mungkin bukan pengalaman yang mengesankan.",1
"terdampar di hawaii, eksperimen #626 sebenarnya tidak menimbulkan banyak bahaya: air ada di mana-mana, tidak ada kota besar dan dua perwakilan federasi galaksi yang berperalatan lengkap sudah mengikuti dari belakang untuk menangkapnya lagi.",0
hank azaria dan vincent d'onofrio juga berperan sebagai penulis skenario/komedian heather morgan sebagai istri anjing.,0
"mungkin terdengar seperti film TV yang tayang setiap minggunya, namun lagu untuk Martin menjadi jauh lebih memilukan dengan penampilan pasangan seldahl dan wollter di kehidupan nyata.",1
"Dalam perjalanannya, dia bertemu Prosit, seorang penjahat Jerman yang menjalankan misi gigih untuk menemukan pot emas di pegunungan takhayul.",0
"apa yang benar-benar membuatnya istimewa adalah ia menarik kita ke dalam dunianya, memberi kita seorang pahlawan yang penderitaan dan kemenangannya dapat kita bagikan, mengelilinginya dengan karakter-karakter menarik dan membuat kita keluar dari teater dengan perasaan bahwa kita telah berbagi petualangan yang hebat.",1
"jack kemudian harus menyerahkan hidupnya di tangan serangkaian karakter yang sepertinya tidak dapat dia percayai - untuk alasan yang baik, mereka membawanya ke nasib yang tidak pernah diduga oleh jack - sebuah pengiriman yang tidak disengaja dari sebuah cerita. mitos urban klasik.",0
"pada akhirnya, dia harus menerima bahwa orang-orang yang dicintainya dapat memberikan cintanya dan tidak lebih dari itu dan bahwa dia harus menemukan jalannya sendiri yang tidak pasti.",0
"berdasarkan novel terkenal tahun 1935 tentang perang pembebasan (1918-1920) yang menjamin kemerdekaan Estonia, film ini menceritakan tentang sekelompok anak sekolah yang berangkat ke garis depan untuk melawan tentara soviet rusia.",0
"turun dan keluar di l. A . 's valley, dua orang yang sudah lama menikah, pembuat pornografi yang benar secara politik - diperankan oleh Annette O'toole dan Lyn Vaus - dipaksa untuk menghadapi perubahan dalam nilai-nilai usia baru dan pernikahan mereka ketika mereka menemukan di arsip mereka rekaman lama TV yang sangat cabul yang saat ini #1 bintang sinetron.",0
"Tepat sebelum Paskah tahun 2001, sebuah semi-trailer yang memuat 40.000 botol bir jatuh ke sungai tweed di pinggiran kota murwillumbah di bagian utara New South Wales (dikenal sebagai ""murbah"" oleh penduduk setempat).",0
"saat para suster mendekati akhir sebuah era, dan akhir sebuah ordo, mereka mencari jiwa mereka dalam pemeriksaan pekerjaan hidup mereka.",0
apa yang dapat dikatakan tentang seorang aktor botak berusia 50 tahun yang memerankan seorang anak laki-laki lugu yang diukir dari kayu gelondongan?,1
sebuah pembedahan licik atas kegilaan bisnis musik kontemporer dan kisah yang agak menyedihkan tentang kesulitan kolaborasi artistik.,1
"setelah hampir dua dekade menatap wajah korbannya pada kliping koran di selnya, pria yang dibebaskan bersyarat tersebut mencoba mencari penebusan, dalam bentuk seorang menteri misterius (orang bebas) dan dua wanita yang membutuhkan (dunst dan hunter).",0
Anggota ira Bobby Sands dipenjara di Irlandia Utara.,0
"senjata, uang, dan kesempatan di surga. . .",0
"untuk siapa film ini? bukan anak-anak, yang tidak membutuhkan pelajaran tentang rasa jijik. lelucon tersebut juga tidak cerdas atau tidak cukup tajam bagi pemirsa yang lebih tua -- tidak semua orang menganggap lelucon tentang kotoran itu 'menyebalkan'. '",1
"saat polisi mencoba mengungkap apa yang terjadi, hubungan berbelit-belit antara seorang wanita muda dan kedua pelamarnya perlahan-lahan muncul.",0
". . . sebuah film yang suram, hampir tidak terhapuskan oleh komedi apa pun selain ironi sehari-hari yang menyedihkan dari para pekerja miskin.",1
romanek terus menambahkan perkembangan -- rangkaian fantasi berseni -- yang terasa salah . mereka merendahkan efek keseluruhannya.,1
"ketika warren diam-diam menemukan gaun pengantin yang disembunyikan di lemari toni, dia menyadari bahwa dia harus mengambil beberapa keputusan serius.",0
"Sepanjang jalan, ia bertemu dengan barisan panjang karakter yang menarik dan penuh warna, saat kembali ke rumah, Ada sedang mempelajari seluk-beluk mengelola pertanian mendiang ayahnya bersama Ruby (Renee Zellweger), seorang gelandangan suka berkelahi yang membantu dan mengajar Ada di sepanjang jalan.",0
"tapi tuhan mengetahui kejahatan ini dan mengirimkan pelindung, malaikat yang tidak terduga untuk mengawasinya.",0
"sebagai cara katarsis, dia mengatur agar seorang wanita bertemu dengan keponakan/anak laki-laki penggantinya dalam tindakan penebusan yang egois; alhasil Raymond membawa masalah yang lebih besar antara keduanya ke permukaan.",0
"akan menjadi pengalaman menonton yang tak tertahankan bagi warga New York ultra-provinsi ini jika Reese Witherspoon yang berusia 26 tahun tidak siap untuk menyuntikkan karakter fantasi murninya, Melanie Carmichael, dengan suntikan besar-besaran keajaiban Hollywood kuno.",1
"sebagai direktur, Tuan. ratliff dengan bijak menolak godaan untuk mengolok-olok rakyatnya.",1
sang sutradara terlihat sangat menikmati penderitaan [para karakter] dan pada saat yang sama mengucapkan selamat kepada dirinya sendiri karena memiliki keberanian untuk menghadapinya.,1
"sebuah film yang cukup lucu, dengan sebagian besar humor datang, seperti sebelumnya, dari perpaduan kristal dan de niro yang ganjil namun sempurna secara kimia.",1
"sekuelnya adalah segalanya yang tidak ada dalam versi aslinya: dibuat-buat, berlebihan, dan siap diikat.",1
"saat mereka menjadi letih menyaksikan pertarungan brutal ini, dan pertaruhan menjadi membosankan, para bos menyadari bahwa mereka perlu membawa pertarungan ke batas baru.",0
keduanya bergabung untuk mencari tahu siapa yang menginginkan kematiannya dan mengapa.,0
cinta sejati akan segera tiba selama dia tidak melupakan apa yang dia cari.,0
"dingin, berakting dengan baik, dan diarahkan dengan halus: dahmer david jacobson.",1
ini terjadi tepat setelah serangan terhadap pasukan Taliban dimulai.,0
"dalam debut pendeknya ini, meeper dengan gagah berani mencoba memperingatkan para pengunjung ale-e-inn (lubang berair antargalaksi dengan konstelasi bintangnya sendiri) akan bahaya yang akan datang, hanya untuk mendapati dirinya berhadapan dengan makhluk paling menakutkan di dunia. galaksi .",0
saya tidak bisa mengatakan ini cukup: film ini tentang seorang pria dewasa yang mengenakan jammies merah jambu.,1
"kehidupan atau sejenisnya mempunyai poin-poin penting, namun kehilangan terlalu banyak peluang.",1
"itu sedikit menghibur, terutama jika Anda merasa nyaman dalam keakraban. tapi itu bukanlah suatu usaha yang diperlukan.",1
"sebuah penghormatan yang menggugah atas keberanian dan dedikasi para reporter dunia yang rela memasuki mimpi buruk perang bukan hanya untuk merekam kejadian-kejadian tersebut untuk generasi mendatang, namun juga untuk membantu kita melihat dengan jelas dunia yang kita ciptakan.",1
"""Maid in Manhattan"" adalah seorang pawang, sebuah pc ""wanita cantik"" yang membuang tema prostitusi najis untuk komentar kelas",1
"jam-jam tersebut membuat Anda memeriksa kehidupan Anda sendiri dengan cara yang sama seperti karakter-karakternya, dan pengalamannya sangat mendalam. jam berapa seharusnya menonton film. . .",1
"wendigo ingin menjadi film monster bagi penonton rumah seni, namun hampir selalu terjebak dalam perangkap kepura-puraan.",1
detektif maud graham menyembunyikan kepekaannya di balik citra wanita yang kuat dan mandiri.,0
"setelah 20 tahun pengasingan di paris, gustavo kembali ke kota asalnya s&#227; oh Paulo.",0
"film ini mengikuti kisah duncan, seorang anak petani berusia empat belas tahun yang tidak mampu yang mencoba mengisi kekosongan dan meringankan rasa kebas yang ditinggalkan oleh meninggalnya ibunya.",0
"bercita-cita untuk kegilaan petualangan buckaroo banzai, namun berkat naskah yang sangat tidak masuk akal berakhir lebih seperti petualangan ford fairlane.",1
"sebuah faksi separatis politik, yang dipimpin oleh Count Dooku, mencoba membunuhnya.",0
serta kajian tentang meninggalnya mepe; sebuah bendungan buatan Amerika yang menghentikan aliran sungai yang menjadi andalan para nelayan untuk bertahan hidup.,0
"fokus cerita ini terjadi pada acara balap drag tahunan di fresno, saat manuel mencoba mempertahankan gelar juaranya.",0
"pada kenyataannya, dia menanggung kepedihan sehari-hari dari seorang gadis sensitif yang sangat sendirian.",0
"melawan iblisnya sendiri, dia menyadari bahwa dia sama seperti kita semua: baik dan jahat.",0
"sorvino menyenangkan dalam peran sentral. dia hampir bersinar dengan antusiasme, sensualitas, dan kecerdasan yang licik.",1
Penggambaran penuh perasaan eul-boon kim tentang nenek yang buta huruf dan bisu tuli menerangi martabat sikapnya dan kepasrahan yang menyedihkan di matanya.,1
"setelah terbangun di neraka dan mengetahui bahwa topengnya telah dicuri oleh setan mimpi bernama Freddy Kruger, dia harus membalas dendam.",0
"cho , suara nalar yang jernih di dunia yang tidak masuk akal , memiliki kecemerlangan komik yang langka , ketajaman dan keterhubungan .",1
sangat menyehatkan hingga membuatku ingin menggesek sesuatu.,1
[villeneuve] tampaknya menyadari secara intuitif bahwa moralitas pun direduksi menjadi sebuah pilihan oleh misteri utama kehidupan dan kematian.,1
"Sementara itu, Frodo dan Sam memaksa Gollum untuk membimbing mereka melewati Mordor, mempercayakan nyawa mereka kepadanya.",0
"film ini mengeksplorasi hubungan manusia melalui manusia yang dapat diidentifikasi sepenuhnya, dengan mempertimbangkan prasangka, nafsu hidup, dan semua kekalahan sehari-hari.",0
"Humor putra mempelai lahir dari jalan cerita yang memikat, yang juga tak malu-malu membuat Anda meraih tisu. film ini harus dihargai.",1
"semuanya diatur untuk akhir pekan yang sempurna, sampai salah satu tamu menemukan sejarah lama rumah tersebut dengan kekuatan untuk melepaskan kengerian masa lalu Skotlandia.",0
"kebenaran lebih aneh daripada fiksi, begitulah kata pepatah lama. dalam 'tangkap aku jika kamu bisa,' itu juga lebih menghibur.",1
makanan untuk upaya cinta dan sebagian besar berhasil memberikan bobot yang sama pada gejolak emosional karakter yang lebih tua dan lebih muda.,1
"Sementara itu, Una membuat dirinya dipecat di supermarket.",0
"sutradara pertama kali sam jones mendokumentasikan pembuatan album studio keempat wilco, yankee hotel foxtrot.",0
"setelah pertemuan singkat itu, mereka berpisah dan melanjutkan perjalanan mereka.",0
"Adik laki-laki paravasu, arvasu (milind soman) jatuh cinta dengan seorang gadis suku, nittilai (sonali kulkarni).",0
"mungkin jauh dari seri terbaiknya, tapi dijamin, sangat menghormati masa lalunya dan cukup menegangkan untuk memperjelas bahwa fenomena film ini sekali lagi muncul kembali untuk generasi baru.",1
ini adalah salah satu kasus di mana Anda benar-benar dapat mempercayai hype -- the lord of the ring : kedua menara ini bahkan lebih baik dari pendahulunya .,1
"dia jatuh cinta pada gadis desa, ayu, yang baru saja tiba di kota setelah dikhianati oleh pacarnya.",0
"greengrass telah menghadirkan tur-de-force gaya yang tidak diragukan lagi, dan telah mengelola elemen-elemen seperti suara dan sinematografi dengan terampil.",1
"pada titik tertentu, semua tipu daya visual ini berhenti menjadi pintar dan berubah menjadi tindakan berlebihan yang mencolok dan agak konyol.",1
"cerita ini berasal dari mitos yavakri, yang merupakan bagian dari epos besar India, mahabharata.",0
"terasa tanpa tujuan di sebagian besar waktu tayangnya, hingga di akhir film ketika gelombang pasang alur cerita tiba, meninggalkan pertanyaan-pertanyaan setelahnya.",1
"menurut selera saya, karakter-karakter komik dalam film ini hampir saja menjadi orang yang lucu dan lucu bagi generasi baru.",1
istri saya adalah seorang aktris adalah komedi Perancis yang benar-benar menawan yang terasa sangat Amerika dalam kepekaan dan gaya sehingga hampir merupakan remake hollywood miliknya sendiri.,1
"setelah ditangkap, seorang pemuda pecandu balap jalanan berusaha menghindari jebakan hobi ilegalnya.",0
"pengemudi mendapati dirinya berada dalam situasi yang berbahaya, namun sangat politis; kali ini dikejar oleh helikopter tempur sambil membawa penumpang dengan koper. . .",0
"ada latar belakang murahan, rangkaian aksi konyol, dan banyak lelucon membosankan tentang pria bertumit tinggi.",1
"tepat ketika film tersebut tampak cukup percaya diri untuk menangani kehalusan, film tersebut masuk ke dalam sabun mandi.",1
"saat bertemu dengan para malaikat, seorang pekerja seks yang lelah dengan dunia (dylan thomas) secara impulsif menerima seorang wanita muda yang mabuk dan rapuh yang berada dalam kesulitan (allison campbell), berharap untuk memaksakan sejumlah penebusan dalam kehidupan yang nyaman secara finansial, tetapi secara moral dan bangkrut secara rohani.",0
"bertempat di dunia pacuan kuda yang penuh warna, permainan kuda mengikuti kehidupan kacau seorang pelatih kuda yang ingin menjadi pelatih kuda saat dia berurusan dengan wilayah, para wanita, dan semua orang yang berusaha menangkapnya.",0
"bagi anni mereka bukanlah musuh, melainkan hanya laki-laki.",0
"Nicole melewati cobaan berat di penjara komunis, konflik dan aktivitas berisiko, serta berhasil memberikan contoh yang membesarkan hati bagi narapidana lainnya.",0
sebuah film yang jelas-jelas bermaksud untuk berkhotbah secara eksklusif kepada orang-orang yang berpindah agama.,1
"pada tahun 2000, dengan berlin sebagai ibu kota baru jerman, sebuah peristiwa terjadi yang memaksa kelompok tersebut keluar dari alasan eksistensial untuk bersatu kembali dan, pada akhirnya, memahami alasan mereka berpisah 12 tahun yang lalu.",0
Agustus -- murid Ingmar Bergman -- berhasil menceritakan kisah tragis sambil menghindari ketegangan film Bergman.,1
"melewati dirinya sebagai seorang ayah tunggal, ia mulai bertemu dengan serangkaian ibu tunggal, percaya diri dalam kemampuannya untuk meninggalkan mereka ketika mereka mulai meminta komitmen.",0
"tidak ada dia yang mengatakan bahwa dirinya terus melanjutkan, harold ramis harus mengatakan bahwa kameranya adalah tentang hal itu. dan kemudian dia memutuskan untuk membantu film ini juga.",1
bentuk akhir dari neraka akan segera dilepaskan ke bumi sekali lagi.,0
"Namun, penjaga Inggris yang dingin (bale) dengan cepat mengakhiri kunjungan ini, mengusir ibu Bobby!",0
"hasilnya hanyalah debu peri yang cukup untuk meluncurkan pengisi waralaba ini, asalkan pemirsa memiliki cukup keyakinan dan kepercayaan pada salah satu judul studio yang paling dikenang.",1
mengubur alur cerita yang menarik tentang moralitas dan pilihan yang kita buat di bawah tumpukan klise dan gambaran pinjaman yang mungkin lebih tepat diberi judul mr. chip dari blok lama.,1
"film kencan yang luar biasa, karena Anda dan teman kencan Anda kemungkinan besar akan berpelukan dalam waktu 10 menit.",1
mengunjungi situs webnya mungkin sama menyenangkannya (dan menakutkannya) dengan menonton filmnya.,1
ini adalah pemeriksaan yang mengasyikkan dan menggugah pikiran tentang keinginan utama untuk berkuasa dan moralitas penerapannya.,1
ini merupakan upaya mekanis [sehingga] tidak pernah ada pertanyaan mengapa seseorang meluangkan waktu untuk melihatnya.,1
sebuah kisah mengerikan tentang salah satu kejahatan besar di Perancis abad ke-20: pembunuhan dua wanita kaya oleh pelayan mereka pada tahun 1933.,1
pada titik inilah dia membeli rekaman bajak laut yang kekuatan magisnya memberinya kesuksesan yang dia dambakan.,0
"bagian terbaik tentang ""geng"" adalah Daniel Day-Lewis.",1
"satu demi satu, teman-temannya meninggalkan ziarah tahunannya ke turnamen hoki sekolah menengah atas di Wisconsin, memaksanya untuk menghadapi kenyataan pahit tentang obsesinya yang aneh.",0
"Carlos Ramirez, 28, tinggal di lingkungan Dominika di Washington Heights di New York City, tempat ayahnya Eddie mengelola bodega setempat.",0
"Meskipun film ini mencoba untuk memahami karakter judulnya, masih ada kesenjangan besar antara dahmer (Jeremy Renner) yang menyeramkan dan rapi serta tindakan jahat yang tidak dapat dijembatani oleh psikologi buku teks yang sungguh-sungguh.",1
"Hal yang aneh tentang Santa Clause 2, yang konon merupakan film anak-anak, adalah tidak ada konten yang dapat melibatkan anak secara emosional.",1
"ceruk pada dinding, seperti untuk memegang patung.",0
"dengan mengambil materi pelajaran hiburan malam ini dan memberinya humor dan kepedihan, fokus otomatis menjadi sangat lucu dan sangat menyedihkan.",1
"penuh gairah, tidak rasional, panjang sabar namun kejam seperti tarantula, helga menonjol dalam film ini, dan membantu menjaga prosesnya tetap lucu bagi orang dewasa maupun bagi rugrat.",1
jenis film yang meninggalkan kesan samar dan sisa rasa yang tidak enak tetapi sedikit ingatan yang jelas tentang mekanisme operasionalnya.,1
"sangat menjengkelkan pada awalnya, mr. Teknik pasif koury akhirnya mulai membuahkan hasil yang menarik.",1
"tiga keluarga, yang tinggal di gedung tiga lantai, berangkat untuk liburan musim panas mereka.",0
"Meskipun ada gangguan-gangguan ini, kemampuan clayburgh dan tambor benar-benar berfungsi dengan baik dalam memperkuat karakter-karakter dalam realitas emosional usia paruh baya.",1
"mereka meledakkan kapal lain yang berisi orang-orang Yahudi, mendeportasi dan memenjarakan para pengungsi Atlantik di Palestina, dan kemudian mendeportasi mereka ke kepulauan Mauritius yang jauh selama 5 tahun penjara: hingga perang berakhir.",0
"Namun, di luar dugaan, mereka seksi, namun sendirian, dalam masyarakat yang didominasi laki-laki.",0
sebuah perumpamaan yang menarik dan bergerak lambat tentang benturan masa lalu dan masa kini di pantai terpencil di Iran.,1
keduanya akan berjuang sampai mati untuk tidak saling memberikannya.,0
susie melakukan ini untuk menjadi wanita tercantik di dunia.,0
"kegagalan yang membingungkan, dan mungkin film terlemah yang pernah dibuat [woody allen] dalam dua puluh tahun terakhir.",1
"berpisah dari istrinya, louis akan diberi kesempatan untuk mencari tahu apa yang paling penting. . .",0
"tak lama kemudian, seekor angsa kanada besar yang seluruhnya ditutupi lakban ditempelkan pada van posum, dan red serta anak-anaknya berangkat berziarah untuk menyelamatkan pondok.",0
"Tak perlu dikatakan lagi, baik Carlos maupun Mickey sama-sama bersemangat untuk keluar dari ketinggian.",0
"Sementara itu, pasukan Inggris, yang kembali ke perkemahan, berbaris untuk menghadapi pasukan Amerika untuk pertempuran besar, yang akan berlangsung berjam-jam.",0
profesor arkeologi robert burns berada di lokasi memimpin penggalian penting di reruntuhan kuno di perbatasan timur jauh Tiongkok.,0
Sopir taksi adalah seorang pembunuh berantai yang menjemput wanita tak berdosa namun tidak semua korbannya selugu yang ia kira.,0
hasil yang tidak diduga ini menunjukkan bahwa keinginan yang diabaikan tidak akan selamanya tidak terlihat.,0
tapi kemudian Nora terungkap dan taktik perlu diubah.,0
kekacauan yang keji dan tidak koheren. . . tiruan buruk dari 'videodrome' brilian David Cronenberg. ',1
"sebuah bangunan batu, yang baru dipugar, berdiri di bawah cahaya ekuinoks musim gugur.",0
apa yang dulunya orisinal telah begitu sering dikooptasi sehingga kini tampak seperti pejalan kaki.,1
rencana untuk memulai salon paris dengan suasana demokratis yang khas membawa konflik dengan lingkungan barunya dan sekutu yang tidak biasa pada seorang gadis desa yang dibesarkan oleh babi.,0
"tapi dia menemukan sekutu tak terduga dalam diri Sofia, kekasih Beno yang gerah.",0
"bukan sebuah mahakarya, namun memperkenalkan pemirsa pada sebuah badan amal yang baik dan beberapa orang nyata yang menarik.",1
tidak ada satu momen pun dalam film yang mengejutkan atau menyenangkan.,1
"kemudian seorang wanita muda Colorado (beth ulrich) bergerak melintasi aula dan segalanya terlihat baik-baik saja, sampai dia mengetahui bahwa dia memiliki kualitas terpencil yang dia tidak tahu cara menanganinya.",0
Sam memimpin anak-anak dalam pertempuran dengan orang-orang bersenjata di seluruh sekolah.,0
"Meskipun memiliki stabilitas komputer, film ini memiliki narasi yang sederhana dan kesimpulan yang seperti dongeng.",1
jeffs telah menciptakan karya dialog santai dan ekspresi tajam yang sangat meyakinkan dan penuh gaya.,1
"bukan berarti kung pow kadang-kadang tidak lucu -- hanya saja tidak ada yang lebih lucu daripada film seni bela diri yang jelek, tanpa semua pembesaran oedekerk yang nakal.",1
"pada intinya dan yang paling penting, menghilangkan kekhawatiran seorang gadis kecil yang belajar menghormati teman-temannya dan keluarganya dengan menghargai dirinya sendiri.",1
ia menggunakan rasa sakit dan kekerasan perang sebagai bahan latar belakang warna.,1
"melampaui agendanya untuk menghadirkan visual yang menakjubkan, terkadang luhur, dan menawarkan pandangan sekilas yang menarik tentang subkultur atlet ekstrem yang tindakannya menempatkan x dalam permainan.",1
"hal-hal yang kuat, tanpa sentimentalitas optimis dari pemenang oscar tahun lalu. dalam hal ini, ini mungkin merupakan film yang lebih penting.",1
. . . salah satu thriller paling cerdik dan menghibur yang pernah saya lihat dalam waktu yang cukup lama.,1
sebuah film energik dan menarik yang tidak pernah berpura-pura menjadi sesuatu yang sebenarnya.,1
"film ini akan berfungsi lebih baik sebagai instalasi video di museum, sehingga penonton bebas meninggalkannya. langsung .",1
"mitchell menodongkan pistol ke t-mon, seorang germo yang tinggal di sarang opium zaman modern: bantal, lilin, opium, dan ho.",0
"twohy tidak hanya ahli dalam membangun dan menjaga ketegangan, dia juga sadar bahwa pemeran yang penuh dengan aktor karakter berpengalaman adalah pilihan yang tepat untuk sub film berhantu.",1
"""Balada Selat Bering"" adalah sebuah epik berdurasi dua setengah tahun yang mengikuti perjalanan masa depan perpaduan budaya Selat Bering yang menakjubkan di Amerika.",0
"sebuah meditasi indah tentang kekuatan hidup dan kekuatan penebusan sastra -- bagi penulis dan pembaca -- dan tentang apa artinya hidup sepenuhnya, menavigasi medan berbatu antara visi dan eksekusi.",1
"angela gheorghiu sebagai primadona terkenal floria tosca, roberto alagna sebagai kekasihnya mario cavaradossi, dan ruggero sebagai kepala polisi scarpia yang jahat dan bejat, semuanya bernyanyi dengan indah dan berakting dengan baik.",1
"ini adalah film mengejutkan yang memberi Anda pemandangan menarik, meski menyedihkan, tentang kehidupan pedesaan Iran di dekat perbatasan Irak.",1
"'dewi pirang' ini, bagaimanapun, meninggalkan karirnya pada puncaknya untuk mengabdikan dirinya pada kehidupan meditasi dan pengabdian keagamaan, di pegunungan rio de janeiro.",0
"dalam debut singkat ini, meeper dengan gagah berani mencoba memperingatkan para pengunjung ale-e-inn, sebuah sumber air antargalaksi dengan konstelasi bintangnya sendiri, akan bahaya yang akan datang hanya untuk mendapati dirinya berhadapan dengan makhluk paling tangguh di alam semesta.",0
