teks,is_left,is_center,is_right,is_biased
"Dexter Faircloth berjalan-jalan di Third Ward Houston, lingkungan bersejarah Kulit Hitam tempat dia dilahirkan dan dibesarkan, meneriakkan salam dan mengajukan pertanyaan mendesak.",0,1,0,0
"Donald Trump telah menciptakan kultus kepribadian di sekitar dirinya, dibantu oleh Partai Republik yang sepenuhnya terlibat dan kini berada di bawah kendali penuhnya.",1,0,0,0
Donald Trump menandatangani perintah eksekutif untuk penangguhan ini dan mengatakan dia mempunyai rencana untuk menghilangkan pajak sama sekali.,1,0,0,0
"Donald Trump, demagog politik terbaru yang menggunakan istilah tersebut sebagai alat retoris terhadap pengunjuk rasa damai, dapat berharap untuk duduk bersama Senator Joseph McCarthy, mantan Gubernur Alabama George Wallace, Walikota Chicago Richard J. Daley, yang memerintahkan polisi untuk menyerang politik. para demonstran pada konvensi Partai Demokrat tahun 1968, Richard Nixon dan banyak diktator asing dalam catatan sejarah – dan jika ada kehidupan setelah kematian, di tengah-tengah neraka.",1,0,0,1
"Strategi terpilihnya kembali Donald Trump sudah jelas selama beberapa minggu ini—menghancurkan kota-kota besar di Amerika, termasuk dengan sengaja menolak menyediakan sistem yang dibutuhkan untuk melawan COVID-19—lalu menunjukkan kerusakan yang telah dilakukannya dan menyalahkan “walikota dari Partai Demokrat.”",1,0,0,1
Rapaport – seorang pembenci Trump dari sayap kiri – men-tweet “Pemilik budak yang bernyanyi.”,0,0,1,1
"Lusinan kelompok pasien dan industri perawatan kesehatan, termasuk American Medical Association, American Hospital Association, American Cancer Society dan kelompok advokasi senior AARP juga mengajukan laporan untuk mendukung undang-undang tersebut.",0,1,0,0
"Lusinan calon juri pada hari Rabu dibebaskan dari tugas dalam persidangan pemerkosaan Harvey Weinstein, karena pengacara mantan produser film tersebut menuduh hakim yang memimpin persidangan tersebut bias.",0,1,0,0
"Lusinan pengunjuk rasa mengambil bagian dalam protes pada hari Selasa, berbaris di sepanjang jalan-jalan utama Thessaloniki setelah berkumpul di patung Eleftherios Kyriakou Venizelos, mantan perdana menteri Yunani yang merupakan pemimpin terkemuka dalam gerakan pembebasan nasional Yunani.",0,0,1,0
"Karena kelebihan populasi global, melahirkan adalah hal terburuk yang dapat Anda lakukan terhadap planet ini, lanjut MacCormack, seraya menegaskan bahwa dia tidak menganjurkan pemusnahan populasi yang ada, melainkan membiarkannya mati.",0,0,1,0
"Selama tur tiga hari dan tujuh pemberhentian di Iowa akhir pekan lalu, senator AS dari Massachusetts berulang kali menekankan kata “pilihan” dan fokus pada rencana transisi yang ia ungkapkan bulan lalu yang akan menunda implementasi penuh perbaikan layanan kesehatan selama tiga tahun. .",0,1,0,0
"Dalam debat bulan Juli, Sanders sekali lagi menyatakan bahwa masyarakat akan “membayar pajak lebih banyak” namun menyatakan bahwa hal ini akan menghasilkan “lebih sedikit” pengeluaran untuk layanan kesehatan.",0,0,1,1
"Dalam debat pada Kamis malam, Trump mengatakan bahwa ketika Obamacare sudah tidak ada lagi, dan antara 20 juta hingga 130 juta orang Amerika tidak memiliki asuransi kesehatan, maka Partai Republik akan “menghasilkan” rencana asuransi kesehatan yang hebat tersebut.",1,0,0,0
"Pada debat kelima Partai Demokrat untuk memilih penantang Trump pada pemilu November 2020, 10 kandidat mengutarakan perbedaan pendapat mengenai layanan kesehatan dan perpajakan bagi orang kaya, namun tetap mempertahankan dialog yang sopan dan malah melontarkan kritik keras terhadap Trump.",0,1,0,0
"Dalam konferensi pers yang sama, Trump membela karavan sayap kanan yang menyerbu Portland, Oregon, pada akhir pekan dengan tujuan yang jelas untuk meneror penduduk, terutama pengunjuk rasa BLM.",1,0,0,0
"Dalam debat Partai Demokrat hari Selasa di Des Moines, Iowa, Senator Elizabeth Warren (D-MA) menggambarkan Senator Bernie Sanders (D-VT) sebagai “teman” meskipun ia dibingkai sebagai seorang seksis yang menyangkal kemungkinan perempuan terpilih sebagai presiden. Amerika Serikat.",0,0,1,1
Durkan termasuk di antara wali kota Partai Demokrat yang menyerukan diakhirinya kekerasan dalam protes terhadap rasisme dan kebrutalan polisi setelah Presiden Partai Republik Donald Trump menggunakan gambar kehancuran untuk kampanye pemilihannya kembali.,0,1,0,0
Anggota parlemen Mesir menyerukan pengawasan yang lebih ketat terhadap perempuan di aplikasi berbagi video setelah penangkapan seorang influencer media sosial populer dan penari perut terkenal atas tuduhan pesta pora dan menghasut amoralitas.,0,1,0,0
"Elizabeth Warren telah mengkalibrasi ulang retorikanya mengenai Medicare untuk Semua, karena kekhawatiran tentang dukungannya untuk mengganti asuransi swasta dengan rencana yang dikelola pemerintah terus mengganggu kampanye kepresidenan Partai Demokrat yang pernah meningkat pesat.",0,1,0,0
"Yang sama pentingnya, katanya, adalah sulitnya petahana untuk menjauhkan diri dari Trump karena takut Trump akan mengubah basis pendukungnya untuk melawan mereka – yang berarti mereka berada dalam perangkap yang mereka buat sendiri.",1,0,0,1
Ernst mengatakan dalam sebuah pernyataan pada hari Kamis bahwa peningkatan transparansi layanan kesehatan akan memungkinkan orang Amerika untuk membuat keputusan perawatan kesehatan yang lebih tepat.,0,0,1,0
"Bahkan ketika para pejabat imigrasi AS telah mendesak untuk mendeportasi ratusan warga Kristen Irak selama beberapa tahun terakhir, dengan menyatakan di pengadilan bahwa mereka tidak mungkin menjadi sasaran di tanah air mereka, pemerintahan Trump yang lain justru bersikeras melakukan hal sebaliknya, dengan mengatakan bahwa umat Kristen di Irak menghadapi teror dan pemerasan.",1,0,0,1
"Bahkan jika proyeksi pajak kekayaan gagal, Zandi yakin Warren mungkin masih dapat menutupi perbedaan tersebut melalui pajak-pajak lain dalam rencananya, termasuk pajak yang dikenakan pada perusahaan dan pemberi kerja.",0,1,0,0
"Bahkan sebelum Trump secara resmi mengumumkan Barrett sebagai calonnya, kelompok sayap kiri melancarkan serangkaian serangan, menargetkan keyakinan, keluarga, dan posisi konservatifnya.",0,0,1,1
"Bahkan kritikus tajam terhadap Trump mengungkapkan kengeriannya atas perlakuan Harris terhadap Brian Buescher, salah satu calon hakim federal presiden dan anggota Knights of Columbus, sebuah organisasi amal Katolik yang mengumpulkan dan mendistribusikan mantel musim dingin untuk anak-anak miskin, serta menyediakan dana dan perlengkapan bayi. untuk tempat penampungan kehamilan krisis.",0,0,1,1
"Bahkan kelompok sayap kiri New York Times menolak untuk mendukung Sanders, yang pada dasarnya meremehkan Sanders yang berusia 78 tahun dan menganggap Sanders sudah tua dan tidak sehat.",0,0,1,1
Bahkan Trump belum cukup gila – untuk secara serius menyatakan bahwa Partai Demokrat mempunyai rencana rahasia untuk melibas pinggiran kota.,1,0,0,1
Bahkan penasihat layanan kesehatan Trump sendiri tidak tahu apa-apa tentang rencana layanan kesehatan 'mitos' yang ia banggakan,1,0,0,1
"Bahkan ketika kaum liberal diejek dan diberhentikan oleh Biden dan oleh hierarki Partai Demokrat, yang secara aneh menginvestasikan energi politiknya untuk menarik pendukung neokonservatif Partai Republik, kaum liberal sibuk meminggirkan jurnalis, termasuk Glenn Greenwald dan Matt Taibbi, yang mengecam Biden dan Partai Demokrat.",1,0,0,1
Setiap anggota dari keempat tim yang bermain pada Hari Pembukaan Major League Baseball berlutut untuk memprotes ketidaksetaraan rasial sebelum lagu kebangsaan AS diputar pada hari Kamis.,0,1,0,0
"Pengecualian pajak terhadap mesin baterai pada mobil diesel dan bensin telah menjungkirbalikkan pasar mobil Norwegia, mengangkat merek seperti Tesla dan Nissan, dengan model Leaf-nya, sekaligus merugikan penjualan Toyota, Daimler, dan lainnya.",0,1,0,0
Para ahli tidak bersuara setelah perdebatan Trump-Biden yang berantakan dan kacau,1,0,0,1
"Para ekstremis sayap kanan sangat terganggu dengan nama Black Lives Matter, dan memandangnya sebagai pernyataan bahwa kehidupan orang kulit putih tidak penting – dan tentu saja tidak penting.",1,0,0,1
Facebook melarang nasionalisme kulit putih dan supremasi kulit putih dari jejaring sosialnya menyusul kritik bahwa Facebook tidak berbuat cukup untuk menghilangkan ujaran kebencian di platformnya.,1,0,0,1
"Facebook, Google, Amazon dan perusahaan teknologi besar lainnya menghadapi kritik karena mengurangi tagihan pajak mereka dengan membukukan keuntungan di negara-negara dengan pajak rendah terlepas dari lokasi pelanggan akhir.",0,1,0,0
Analisis faktual telah membongkar narasi palsu yang disebarkan oleh beberapa media arus utama.,0,0,1,0
Media Politik Palsu Bersemangat Bermitra dalam Konferensi Pers Palsu Joe Biden,0,0,1,0
"Pembawa acara talk show sayap kanan Glenn Beck dikecam oleh semua orang mulai dari kaum liberal dan progresif hingga konservatif Never Trump karena argumen konyolnya bahwa jika orang Amerika yang lebih tua harus meninggal karena virus corona, biarlah – lebih baik akhiri jarak sosial dan pulihkan perekonomian AS. kembali ke jalur yang benar daripada menjaga jarak sosial dan terus merugikan perekonomian.",1,0,0,1
"Tokoh fesyen dan musik Kanye West melontarkan kata-kata kasar di Twitter pada Senin malam, menuduh istrinya Kim Kardashian West berusaha “mengurung” dia “dengan dokter” setelah dia berbicara tentang aborsi dan anak-anaknya selama acara kampanye kepresidenannya di Charleston. Karolina selatan.",0,0,1,1
"Fauci secara konsisten melakukan wawancara media dengan berbagai media, yang membuat presiden kesal, kata sumber tersebut.",1,0,0,0
"Kekhawatiran terhadap pandemi virus corona, kerusuhan sipil terkait protes terhadap keadilan rasial, dan kekhawatiran mengenai kemungkinan sengketa pemilihan presiden pada 3 November telah menciptakan lonjakan permintaan senjata tahun ini.",0,1,0,0
"Agen federal menembakkan tabung gas air mata ke arah demonstran Black Lives Matter di pusat kota Portland pada Jumat pagi dalam aksi protes yang ke-56 hari berturut-turut, di tengah meningkatnya pengawasan terhadap penggunaan petugas patroli perbatasan di kota tersebut.",0,1,0,0
"Hanya sedikit orang yang menganggap pandemi global sebagai alasan untuk merayakannya. Faktanya, banyak orang yang menderita, seperti mereka yang kehilangan pekerjaan atau mereka yang hampir memasuki masa pensiun dan kini terpaksa kembali ke peran yang sangat melelahkan. Namun pandemi ini memberikan kita semua kesempatan untuk memikirkan kembali filosofi hidup kita, dan mengatur ulang prioritas kita.",0,0,1,1
"Penjualan senjata api kembali melonjak pada tahun 2020 karena ketakutan terkait pandemi ini, dan menyusul kerusuhan sosial di beberapa kota di AS serta seruan untuk membubarkan dana departemen kepolisian.",0,1,0,0
"Pertama, Joe Biden mengatakan dia masih mendukung Amandemen Hyde, yang melarang pendanaan pembayar pajak untuk sebagian besar aborsi, dan kemudian mengubah posisinya satu hari kemudian, setelah mendapat tekanan politik yang luar biasa dari kubu Demokrat sayap kiri.",0,0,1,0
Ibu Negara Melania Trump memimpin sejumlah warga Amerika yang mengajukan argumen di Konvensi Nasional Partai Republik pada hari Selasa untuk memilih kembali Presiden Donald Trump atas Partai Demokrat Joe Biden pada bulan November.,0,1,0,0
"Pertama, sebagai orang yang berpikiran kecil dan fanatik terhadap pemerintahan kecil, dia dengan patuh mengikuti arahan Trump yang tidak melakukan apa-apa, dan berpura-pura bahwa hal buruk akan hilang begitu saja.",1,0,0,1
"Pembeli pertama kali menyumbang 40% dari penjualan senjata pada awal tahun 2020, dibandingkan dengan rata-rata 24% dalam beberapa tahun terakhir, menurut survei toko senjata yang dilakukan oleh National Shooting Sports Foundation, sebuah asosiasi perdagangan.",0,1,0,0
"Floyd meninggal setelah seorang petugas polisi kulit putih, Derek Chauvin, menekan lehernya dengan lutut selama hampir sembilan menit saat menahannya pada 25 Mei.",0,1,0,0
"Floyd, 46, terbunuh dalam tahanan polisi di Minneapolis, Minnesota, pada Hari Peringatan, memicu protes dan kerusuhan nasional serta menghidupkan kembali gerakan Black Lives Matter.",0,0,1,1
"Kematian Floyd telah menambah keresahan di kalangan penduduk kulit hitam di Tulsa, yang juga pernah mengalami demonstrasi pada tahun 2017 setelah seorang petugas polisi kulit putih dibebaskan dari tuduhan pembunuhan karena menembak seorang pria kulit hitam saat penghentian lalu lintas rutin.",0,1,0,0
Carlson dari FNC Kecam Para Pemimpin Amerika yang Meringkuk dan Ragu-ragu atas Respons Kerusuhan — 'Beginilah Keruntuhan Bangsa-Bangsa',0,0,1,1
"Menyusul akhir pekan di mana 35 orang ditembak, termasuk seorang anak laki-laki berusia satu tahun yang terbunuh, de Blasio menyesalkan banyaknya senjata di kotanya dan di AS secara keseluruhan.",0,0,1,0
"Setelah penangkapannya pada 6 Juli 2019, pemodal Jeffrey Epstein mengaku tidak bersalah atas tuduhan perdagangan seks yang melibatkan puluhan gadis di bawah umur di rumahnya di Upper East Side Manhattan dan di Palm Beach, Florida.",0,1,0,0
"Selama beberapa dekade, pemerintahan Partai Demokrat telah membereskan kekacauan ekonomi yang diakibatkan oleh pemerintahan Partai Republik.",1,0,0,1
"Bagi mereka yang berpikir negara ini membutuhkan bisbol sekarang untuk membangkitkan semangat depresinya, Anda mungkin mempertimbangkan preseden sejarah yang patut diwaspadai, Musim Panas Swat tahun 1998.",1,0,0,0
"Selama bertahun-tahun, orang-orang yang menentang vaksin membanjiri akun media sosial Hotez, menyebutnya sebagai orang yang tidak berguna bagi industri farmasi, meskipun dia tidak pernah dibayar oleh produsen obat.",1,0,0,1
Mantan Walikota Pete Buttigieg (tengah) menyatakan dalam debat Partai Demokrat pada hari Jumat bahwa dia “konsisten” pada posisinya mengenai layanan kesehatan.,0,0,1,1
"Mantan calon presiden dari Partai Republik, Mitt Romney, melalui Twitter pada Senin pagi menyerang Presiden Donald Trump, menggunakan hari libur Martin Luther King Jr. untuk menunjukkan bahwa Trump adalah seorang rasis.",0,0,1,1
"Mantan petugas penahanan Tulsa Christopher Straight telah didakwa melakukan pembunuhan tingkat pertama setelah dia memprovokasi dan kemudian membunuh Carlos Carson awal bulan ini, dan video pengawasan yang baru dirilis menunjukkan pria kulit hitam berusia 36 tahun itu membalikkan badan ketika serangan dimulai, lapor Penjaga.",1,0,0,0
Mantan Wakil Presiden Joe Biden menegaskan proposal Medicare untuk Semua yang diperjuangkan oleh saingan progresifnya Senator Bernie Sanders (I-VT) akan memerlukan kenaikan pajak besar-besaran.,0,0,1,0
Empat kota besar di AS mengajukan gugatan pada hari Kamis yang menyatakan bahwa pemerintahan Presiden Donald Trump secara inkonstitusional berusaha melemahkan Obamacare dengan tidak melaksanakan undang-undang layanan kesehatan dengan setia.,0,1,0,0
"Perancis akan memberlakukan pajak pada maskapai penerbangan yang terbang dari bandaranya untuk membantu mendukung lingkungan, kata menteri transportasi pada hari Selasa, dalam sebuah langkah yang diperkirakan akan menghasilkan sekitar 180 juta euro ($202 juta) mulai tahun 2020.",0,1,0,0
"Sutradara film Perancis Christophe Ruggia ditahan pada hari Selasa, kata jaksa Paris, atas tuduhan bahwa ia melakukan pelecehan seksual terhadap seorang gadis remaja yang berperan dalam salah satu filmnya hampir dua dekade lalu.",0,1,0,0
"Pajak bahan bakar, pajak impor kendaraan dan pajak mengemudi, misalnya, menyumbang sekitar 12 persen pendapatan pemerintah, kata menteri.",0,1,0,0
Pengeditan lebih lanjut yang bias pada halaman tersebut mencakup bagian “laporan kegiatan ekstremis” yang berfokus pada klaim yang sebagian besar meragukan mengenai keterlibatan “sayap kanan” dalam kekerasan dan kerusuhan.,0,0,1,1
"Lebih lanjut, Undang-Undang Pemotongan Pajak dan Ketenagakerjaan Trump juga mencabut mandat individu Obamacare, yang berfungsi sebagai pemotongan pajak besar-besaran bagi kelas menengah.",0,0,1,1
"Penjudi dan bintang reality TV dapat mengklaim perlindungan kebangkrutan ketika berada dalam kesulitan keuangan, namun 44 juta peminjam pinjaman mahasiswa tidak bisa. Peminjam yang menganggur, bergaji rendah, miskin, sakit, atau kesulitan tidak dapat memulai kehidupan baru.",1,0,0,0
"Gervais, pencipta dan bintang komedi TV Inggris “The Office,” terakhir kali menjadi pembawa acara Golden Globes pada Januari 2016 – jauh sebelum pemilihan dan pemakzulan Presiden Donald Trump, skandal pelecehan seksual yang mengguncang industri hiburan, dan # Kontroversi OscarsSoWhite.",0,1,0,0
"Gervais, komedian asal Inggris yang tidak dapat ditahan-tahan, kembali untuk kelima kalinya dan sudah berjanji untuk membiarkan duri itu melayang.",0,1,0,0
"Mengingat tingkat ketidakpercayaan tertentu, berikut adalah beberapa topik informasi publik yang harus tetap kita waspadai terhadap perdukunan.",1,0,0,1
"Pemanasan global adalah agama yang konyol, tidak penting, dan mahal yang hanya mampu dilakukan oleh orang-orang yang sangat kaya dan bodoh.",0,0,1,1
Sialan Partai Demokrat yang memanjakan para teroris sayap kiri ini.,0,0,1,1
"Pernyataan Goodell muncul setelah lebih dari selusin bintang NFL, termasuk quarterback Kansas City Chiefs Patrick Mahomes dan wide receiver Cleveland Browns Odell Beckham Jr., berkumpul dan mengirimkan video penuh semangat ke liga tentang ketidaksetaraan rasial setelah kematian George Floyd.",0,0,1,0
"Google telah menghadapi kritik internal di masa lalu atas penjualan dan kemitraan yang melibatkan militer AS, serta pemerintah asing yang dianggap otoriter oleh aktivis hak asasi manusia.",0,1,0,0
"Pemerintah mempunyai hak untuk membatasi protes atas dasar kesehatan masyarakat, dengan alasan yang masuk akal, kata Komite Hak Asasi Manusia PBB, ketika Black Lives Matter dan demonstrasi lainnya berbenturan dengan wabah virus corona di seluruh dunia.",0,1,0,0
"Graffiti yang menyatakan bahwa 'MET POLICE SERVE TRUMP' juga terlihat, meskipun bagaimana para aktivis mendapatkan kesan tentang Polisi Metropolitan – yang dipimpin oleh Komisaris liberal kiri Cressida Dick dan sebagian besar bertanggung jawab kepada walikota anti-Trump – adalah hal yang tidak masuk akal. tidak jelas.",0,0,1,0
"Kelompok sayap kiri Yunani di kota Thessaloniki membakar bendera Amerika di depan konsulat Amerika Serikat, dan mengaku melakukan hal tersebut sebagai solidaritas terhadap “pemberontak AS”.",0,0,1,1
"Para menteri keuangan Kelompok 20 pada hari Minggu sepakat untuk menyusun aturan umum untuk menutup celah yang digunakan oleh raksasa teknologi global seperti Facebook untuk mengurangi pajak perusahaan mereka, berdasarkan komunike akhir yang dikeluarkan oleh blok tersebut pada hari Minggu.",0,1,0,0
Pengendalian senjata telah muncul sebagai salah satu isu yang paling memecah belah dalam politik AS.,0,1,0,0
Para pecinta senjata telah secara keliru memasukkan Konstitusi untuk membenarkan demokrasi ekstrim dalam penggunaan senjata.,1,0,0,1
"Senjata menyebabkan angka harapan hidup warga kulit hitam Amerika turun lebih dari empat tahun dari tahun 2000 hingga 2016, dua kali lebih besar dibandingkan penurunan harapan hidup warga kulit putih Amerika pada periode yang sama, menurut sebuah studi akademis yang diterbitkan pada Selasa.",0,1,0,0
Sekutu anti-vaksin Gwyneth Paltrow mendapat kecaman karena 'klaim pseudo-ilmiah yang didiskreditkan' tentang virus corona,1,0,0,0
"Mengingat kembali hari-hari memalukan Gubernur Rick ""Ups"" Perry, negara bagian saya di Texas sekali lagi dibebani dengan gubernur yang berasal dari Partai Republik.",1,0,0,1
"Harris, seperti pesaingnya dari Partai Demokrat pada saat itu, mengisyaratkan bahwa ia mendukung layanan kesehatan gratis yang didanai pajak untuk orang asing ilegal, yang menurut perkiraan biayanya bisa mencapai $660 miliar per dekade.",0,0,1,1
Kepala Polisi Hartford Jason Thody dan dua wakil kepala polisi mendapat sorakan dari kerumunan pengunjuk rasa damai di luar kantor polisi ketika mereka juga berlutut bersama mereka untuk menunjukkan dukungan dan mengecam tindakan yang menyebabkan kematian Floyd di Minnesota.,0,0,1,0
Persidangan pemerkosaan Harvey Weinstein berubah secara dramatis pada hari Selasa ketika hakim mengancam akan mencabut jaminannya dan memenjarakan mantan produser film tersebut setelah memergokinya menggunakan ponselnya saat pemilihan juri sedang berlangsung.,0,1,0,0
"Karena gagal membendung krisis kesehatan masyarakat yang bersejarah dan kemerosotan ekonomi yang terjadi, Partai Republik melakukan kebohongan besar, dengan mengklaim semua bukti bahwa kota-kota yang “dipimpin Demokrat” penuh dengan kejahatan, kerusuhan, dan kekacauan, dengan penduduk (kulit putih) yang ketakutan. melarikan diri berbondong-bondong ke tempat yang lebih aman di pinggiran kota.",1,0,0,1
"Pusat Layanan Medicare dan Medicaid (CMS) mengumumkan pada hari Senin bahwa premi rata-rata untuk paket acuan ACA, atau paket perak dengan biaya terendah kedua, turun dua persen untuk tahun cakupan 2021.",0,0,1,0
Kelompok konservatif Club for Growth Action meluncurkan NeverTrumperChrisJacobs.com dan meluncurkan iklan yang mengklaim bahwa Jacobs berkampanye dengan Bill Weld dari Partai Republik Never Trump serta menolak mendukung Presiden Donald Trump pada tahun 2016.,0,0,1,1
Dia bahkan ingin putranya menjalani pemeriksaan latar belakang sebelum ayahnya bisa memberinya senjata sebagai hadiah.,0,0,1,1
"Dia berduka atas kematian mereka, menggembar-gemborkan usulan pengendalian senjata dan pendidikannya, dan itu saja.",0,0,1,1
Dia baru-baru ini merilis iklan media sosial yang menampilkan seorang pengusaha kecil yang mengklaim bahwa pemerintahan Trump telah meninggalkan usaha kecil dan bahwa Biden akan menjadi “mitra di Gedung Putih.”,0,0,1,1
Dia kemudian mengkritik upaya untuk menyatukan Partai Republik dan nasionalis kulit putih ke dalam kelompok yang sama.,0,0,1,0
"Dia memperingatkan para pengunjuk rasa untuk tidak menggunakan kematian Floyd untuk “merobek Alamo atau menghancurkan sebuah restoran,” atau menggunakannya sebagai alasan untuk membakar atau mencuri.",0,0,1,0
Ia tidak ditanya oleh moderator acara tentang sejarah pengayaan diri keluarganya sehubungan dengan posisi politiknya sebelumnya sebagai wakil presiden.,0,0,1,0
Dia ditembak di depan apartemennya di Flatbush di Ocean Avenue pada Jumat sore pukul 4 sore,0,0,1,0
"Dia seharusnya menjadi tuan rumah acara yang membosankan di Gedung Putih pada hari Kamis untuk memperkuat kekhawatiran palsu bahwa kaum evangelis kulit putih sedang tertindas, namun dia tidak lagi menjadi kaki tangan para pendukung terkuatnya selama satu jam, kemungkinan besar karena dia tidak bisa melepaskan diri dari liputan berita tentang dimulainya sidang pemakzulan.",1,0,0,1
Sekretaris Kesehatan dan Layanan Kemanusiaan (HHS) Alex Azar mengumumkan pada konferensi pers Gedung Putih pada hari Jumat bahwa pemerintahan Trump akan mengakhiri tagihan mendadak bagi warga Amerika yang tidak memiliki asuransi kesehatan.,0,0,1,0
"Perusahaan asuransi kesehatan memperingatkan bahwa langkah pemerintahan Trump pada hari Sabtu untuk menghentikan sementara program yang direncanakan untuk membayar $10,4 miliar kepada perusahaan asuransi untuk melindungi individu berisiko tinggi tahun lalu dapat menaikkan biaya premi dan menciptakan ketidakpastian pasar.",0,1,0,0
"Di sini, misalnya, ada video tweet yang menunjukkan para hipster yang terbangun dan memberi hormat kepada para pengunjuk rasa—dan jendela-jendela mereka dihancurkan dengan batu.",0,0,1,1
Inilah mengapa ketakutan akan kebangkrutan medis dapat memperburuk penyebaran virus corona di AS,1,0,0,1
Inilah cara Trump memanfaatkan pandemi ini untuk memberikan pemotongan pajak yang besar lagi kepada orang-orang kaya,1,0,0,1
"Inilah hal pertama yang perlu diperhatikan mengenai siklus berita mengerikan dalam beberapa hari terakhir: Donald Trump secara terbuka memicu kekerasan sayap kanan, terutama karena hal tersebut menghambat pandemi virus corona (6 juta kasus dan terus bertambah, lebih dari 183.000 orang meninggal) dan krisis ekonomi (10% pengangguran dan 29 juta orang Amerika kelaparan) tidak lagi menjadi berita utama.",1,0,0,1
Inilah sebabnya mengapa pikiran konservatif yang tersiksa begitu tertarik pada daya tarik obat-obatan ajaib yang berbahaya,1,0,0,1
"Angka pengangguran yang tinggi di kalangan warga negara kelahiran asing telah menjadi masalah yang melanda Swedia selama bertahun-tahun, dan laporan sering kali menunjukkan tingkat pengangguran migran beberapa kali lebih tinggi dibandingkan tingkat pengangguran penduduk asli Swedia.",0,0,1,0
"Rencana Green New Deal yang digagasnya senilai $16,3 triliun, mungkin salah satu proposalnya yang paling produktif, akan dibayar, menurut klaimnya, melalui berbagai metode termasuk pemotongan belanja militer dan tuntutan hukum terhadap industri bahan bakar fosil.",0,0,1,1
Sejarawan menjelaskan teori rasis yang aneh di balik histeria kelompok sayap kanan atas protes George Floyd,1,0,0,1
"Menteri Dalam Negeri Priti Patel mengatakan bahwa sebagai respons terhadap lonjakan migran ilegal, pemerintah akan mencari cara untuk mempercepat proses deportasi, mungkin dengan mencontoh sistem tanpa kompromi Australia yang mengalami penurunan tajam dalam migrasi ilegal di bawah kebijakan “hentikan” Persemakmuran. kebijakan perahu”.",0,0,1,0
Rumah sakit di seluruh negeri memberhentikan ribuan pekerja medis meskipun menghadapi kekurangan staf yang parah saat mereka merawat pasien yang terinfeksi virus corona.,1,0,0,0
"Partai Demokrat di DPR meloloskan Undang-Undang Pahlawan sayap kiri senilai $3 triliun setebal 1.815 halaman pada bulan Mei, yang menurut banyak anggota DPR dari Partai Demokrat lebih merupakan “daftar keinginan kebijakan” daripada rancangan undang-undang untuk meringankan dampak pandemi virus corona.",0,0,1,1
"Ketua DPR Nancy Pelosi dilaporkan akan mengusulkan untuk menghapuskan batas pengurangan pajak, yang akan menguntungkan warga Amerika yang berpenghasilan tinggi, sebagai bagian dari langkah selanjutnya dari paket stimulus ekonomi yang telah menggelontorkan triliunan dolar ke dalam perekonomian AS—sebagian besar akan disalurkan. kepada individu dan perusahaan terkaya di negara ini.",1,0,0,0
Bagaimana seorang sheriff Oregon yang 'konstitusionalis' memerintah daerah pedesaannya seperti wilayah kekuasaan pribadi,1,0,0,1
Bagaimana seorang profesor di Yale menjelek-jelekkan kaum liberal mengenai terpilihnya kembali Trump dengan menulis propaganda yang disamarkan sebagai analisis akademis,1,0,0,1
Bagaimana Departemen Kehakiman di bawah kepemimpinan Bill Barr mempersenjatai 'rule of law' untuk menyerang lawan politik Trump,1,0,0,1
"Bagaimana orang-orang yang menghadiri demonstrasi ini memahami klaim mereka bahwa mereka tidak ""rasis"" atau ""kekerasan"" ketika mereka membawa senjata, mengibarkan bendera Konfederasi, memakai lambang fasis lainnya dan dalam beberapa kasus memperlihatkan tanda-tanda dengan slogan-slogan Nazi?",1,0,0,1
"Bagaimana kita mengatasi persepsi salah bahwa kaum liberal lebih cenderung mempercayai sains dibandingkan kaum konservatif? Atau, bagaimana kita menyikapi kecenderungan media yang fokus pada pandangan-pandangan tidak ilmiah dari beberapa kelompok konservatif namun mengabaikan keyakinan-keyakinan yang tidak rasional—dan sering kali, lebih penting—dari rekan-rekan mereka yang liberal?",0,0,1,0
"Namun, aktor berusia 45 tahun Joaquin Phoenix menggunakan waktunya di atas panggung untuk menyerukan kepada kelompok selebritasnya untuk menaruh uang mereka ketika menyangkut perubahan iklim.",0,0,1,1
"Namun, ada pertanyaan serius mengenai kredibilitas Parnas, dan banyak klaimnya tentang Trump yang meragukan atau bertentangan dengan bukti lain.",0,0,1,1
"Namun, manuver politik sayap kanan yang kejam dan disengaja ini sangat tidak populer -- terutama saat ini -- sehingga tidak ada seruan mengenai pengajuan hukum oleh Gedung Putih untuk menyerang Obamacare.",1,0,0,1
"Aktivis hak asasi manusia memuji langkah ini sebagai langkah maju yang besar bagi komunitas LGBT+ di Ekuador, yang terus menghadapi kendala hukum di negara yang secara sosial konservatif.",0,1,0,0
"Humana Inc tidak akan kembali ke pasar asuransi individu setelah keluar dari bursa Obamacare tahun ini, sebuah pasar yang coba dicabut dan diganti oleh Partai Republik melalui undang-undang baru, kata eksekutif puncak Humana pada hari Kamis.",0,1,0,0
Ratusan pengunjuk rasa menentang jam malam pukul 8 malam dan berkumpul di jalan-jalan sekitar kantor polisi yang terbakar malam sebelumnya.,0,1,0,0
"Ratusan pasukan Garda Nasional Washington DC yang tidak bersenjata diaktifkan dan disiagakan untuk membantu personel penegak hukum melindungi beberapa monumen bersejarah, kata para pejabat AS pada hari Rabu, setelah pengunjuk rasa mencoba merobohkan patung mantan Presiden Andrew Jackson di sebuah taman dekat Gedung Putih. .",0,1,0,0
